# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jun 29 19:16:28 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_orbperstr not null
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_orbeccenstr not null
# CONSTRAINT:  and pl_orbinclstr not null
# CONSTRAINT:  and pl_orblperstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN soltype:        Solution Type
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_orblpererr1: Argument of Periastron Upper Unc. [deg]
# COLUMN pl_orblpererr2: Argument of Periastron Lower Unc. [deg]
# COLUMN pl_orblperlim:  Argument of Periastron Limit Flag
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-905 b,TOI-905,1,1,1,Transit,2020,Published Confirmed,3.73949400,0.00003800,-0.00003800,0,0.046660,0.000960,-0.001100,0,0.024000,0.025000,-0.017000,0,85.680,0.220,-0.260,0,39.0000,61.0000,-82.0000,0,11.0813000,0.0004140,-0.0004140
TOI-954 b,TOI-954,1,1,1,Transit,2020,Published Confirmed,3.68497290,0.00000270,-0.00000280,0,0.049630,0.000890,-0.000900,0,0.140000,0.180000,-0.110000,0,84.400,2.500,-0.600,0,276.0000,9.0000,-174.0000,0,10.2321000,0.0002230,-0.0002230
V1298 Tau b,V1298 Tau,1,1,4,Transit,2019,Published Confirmed,24.13960000,0.00180000,-0.00180000,0,0.168800,0.002600,-0.002600,0,0.290000,,,1,89.000,0.460,-0.240,0,85.0000,72.0000,-72.0000,0,10.0702000,0.0006820,-0.0006820
V1298 Tau c,V1298 Tau,1,1,4,Transit,2019,Published Confirmed,8.24958000,0.00072000,-0.00072000,0,0.082500,0.001300,-0.001300,0,0.430000,,,1,88.490,0.920,-0.720,0,92.0000,70.0000,-70.0000,0,10.0702000,0.0006820,-0.0006820
V1298 Tau d,V1298 Tau,1,1,4,Transit,2019,Published Confirmed,12.40320000,0.00150000,-0.00150000,0,0.108300,0.001700,-0.001700,0,0.210000,,,1,89.040,0.650,-0.730,0,88.0000,69.0000,-69.0000,0,10.0702000,0.0006820,-0.0006820
V1298 Tau e,V1298 Tau,1,1,4,Transit,2019,Published Confirmed,60.00000000,60.00000000,-18.00000000,0,0.308000,0.182000,-0.066000,0,0.570000,,,1,89.400,0.260,-0.180,0,91.0000,62.0000,-62.0000,0,10.0702000,0.0006820,-0.0006820
WASP-113 b,WASP-113,1,1,1,Transit,2016,Published Confirmed,4.54216875,0.00000420,-0.00000420,0,0.058850,0.000100,-0.000100,0,0.000000,,,0,86.460,1.200,-0.640,0,0.0000,,,0,11.6041000,0.0003540,-0.0003540
WASP-114 b,WASP-114,1,2,1,Transit,2016,Published Confirmed,1.54877430,0.00000120,-0.00000091,0,0.028510,0.000390,-0.000390,0,0.012000,0.022000,-0.009000,0,83.960,0.900,-0.900,0,-71.0000,150.0000,-35.0000,0,12.5227000,0.0003280,-0.0003280
WASP-118 b,WASP-118,1,1,1,Transit,2016,Published Confirmed,4.04604350,0.00000440,-0.00000440,0,0.054530,0.000480,-0.000480,0,0.000000,,,0,88.700,0.900,-0.900,0,0.0000,,,0,10.9196000,0.0003770,-0.0003770
WASP-120 b,WASP-120,1,1,1,Transit,2016,Published Confirmed,3.61127060,0.00000430,-0.00000430,0,0.051400,0.000700,-0.000700,0,0.057000,0.022000,-0.018000,0,82.540,0.780,-0.780,0,-27.0000,48.0000,-28.0000,0,10.8989000,0.0003270,-0.0003270
WASP-148 b,WASP-148,1,1,2,Transit,2020,Published Confirmed,8.80381000,0.00004300,-0.00004300,0,0.084500,0.002200,-0.002200,0,0.220000,0.063000,-0.063000,0,89.800,0.270,-0.270,0,59.0000,20.0000,-20.0000,0,12.0845000,0.0002750,-0.0002750
WASP-151 b,WASP-151,1,1,1,Transit,2017,Published Confirmed,4.53347100,0.00000400,-0.00000400,0,0.055000,0.001000,-0.001000,0,0.003000,,,1,89.200,0.600,-0.600,0,-50.0000,120.0000,-30.0000,0,12.6278000,0.0003900,-0.0003900
WASP-162 b,WASP-162,1,1,1,Transit,2018,Published Confirmed,9.62468000,0.00001000,-0.00001000,0,0.087100,0.001300,-0.001300,0,0.434000,0.005000,-0.005000,0,89.300,0.500,-0.500,0,-1.9000,2.2000,-2.2000,0,12.0652000,0.0003960,-0.0003960
WASP-185 b,WASP-185,1,1,1,Transit,2019,Published Confirmed,9.38755000,0.00002000,-0.00002000,0,0.090400,0.001700,-0.001700,0,0.240000,0.040000,-0.040000,0,86.800,0.300,-0.300,0,-42.0000,7.0000,-7.0000,0,10.8949000,0.0003690,-0.0003690
WASP-19 b,WASP-19,1,1,1,Transit,2009,Published Confirmed,0.78883899,0.00000004,-0.00000004,0,0.016340,0.000240,-0.000240,0,0.002000,0.014000,-0.002000,0,78.780,0.580,-0.580,0,259.0000,13.0000,-170.0000,0,12.1088000,0.0005330,-0.0005330
WASP-5 b,WASP-5,1,1,1,Transit,2008,Published Confirmed,1.62842790,0.00000220,-0.00000490,0,0.026700,0.001200,-0.000800,0,0.038000,0.026000,-0.018000,0,86.900,2.800,-0.700,0,34.3800,26.9300,-22.3500,0,11.9960000,0.0003980,-0.0003980
WASP-59 b,WASP-59,1,1,1,Transit,2012,Published Confirmed,7.91958500,0.00001000,-0.00001000,0,0.069700,0.001100,-0.001100,0,0.100000,0.042000,-0.042000,0,89.270,0.520,-0.520,0,74.0000,15.0000,-15.0000,0,12.3142000,0.0002690,-0.0002690
WASP-80 b,WASP-80,1,1,1,Transit,2012,Published Confirmed,3.06785234,0.00000083,-0.00000079,0,0.034400,0.001000,-0.001100,0,0.002000,0.010000,-0.002000,0,89.020,0.110,-0.100,0,94.0000,120.0000,-21.0000,0,11.2730000,0.0008240,-0.0008240
WASP-89 b,WASP-89,1,1,1,Transit,2015,Published Confirmed,3.35642270,0.00000250,-0.00000250,0,0.042700,0.001200,-0.001200,0,0.193000,0.009000,-0.009000,0,89.400,0.500,-0.500,0,28.0000,4.0000,-4.0000,0,12.9890000,0.0005280,-0.0005280
WASP-92 b,WASP-92,1,1,1,Transit,2016,Published Confirmed,2.17467420,0.00000160,-0.00000160,0,0.034800,0.000360,-0.000360,0,0.000000,,,0,83.750,0.690,-0.690,0,0.0000,,,0,12.8183000,0.0002960,-0.0002960
WASP-93 b,WASP-93,1,1,1,Transit,2016,Published Confirmed,2.73253210,0.00000200,-0.00000200,0,0.042110,0.000350,-0.000350,0,0.000000,,,0,81.180,0.290,-0.290,0,0.0000,,,0,10.9780000,0.0004470,-0.0004470
bet Pic b,bet Pic,1,1,2,Imaging,2008,Published Confirmed,7665.00000000,7300.00000000,-730.00000000,0,9.100000,5.300000,-0.500000,0,0.080000,0.320000,-0.060000,0,88.900,0.700,-0.700,0,-8.0000,93.0000,-94.0000,0,3.8201500,0.0044271,-0.0044271
eps Ind A b,eps Ind A,1,3,1,Radial Velocity,2019,Published Confirmed,16510.00000000,2100.00000000,-1740.00000000,0,11.550000,0.980000,-0.860000,0,0.260000,0.070000,-0.030000,0,64.250,13.800,-6.090,0,77.8300,20.2100,-31.5100,0,4.3456200,0.0073740,-0.0073740
nu Oph b,nu Oph,1,1,2,Radial Velocity,2012,Published Confirmed,530.21000000,0.10000000,-0.10000000,0,1.790000,,,0,0.124000,0.003000,-0.003000,0,90.000,,,0,9.9300,1.4900,-1.4900,0,3.0965300,0.0164157,-0.0164157
nu Oph c,nu Oph,1,1,2,Radial Velocity,2012,Published Confirmed,3184.83000000,5.93000000,-5.93000000,0,5.931000,,,0,0.180000,0.006000,-0.006000,0,90.000,,,0,8.2700,1.9800,-1.9800,0,3.0965300,0.0164157,-0.0164157
